transaction_id,sender_id,receiver_id,amount,timestamp,payment_method,amount_deviation,is_new_device,is_new_ip,location_deviation_km,hour_of_day,day_of_week,velocity_1h,velocity_24h,recipient_in_degree,sender_out_degree,is_fraud_labeled
TX0CB9B31406,U0071,U0214,2253.5,2026-08-01 03:14:40,UPI,,0,0,,3,5,0,0,2,0,0
TXCE2E566FF4,U0154,U0896,1350.9,2026-08-01 03:14:57,UPI,1.1553,0,0,0.0,3,5,0,1,1,1,0
TX5E01719AC2,U0086,U0862,752.55,2026-08-01 03:18:57,UPI,,0,0,,3,5,0,0,0,0,0
TX8234DDDBF0,U0498,U0256,233.02,2026-08-01 03:18:58,Card,,0,0,,3,5,0,0,0,0,0
TXE930E016A5,U0228,U0392,1031.43,2026-08-01 03:22:20,UPI,,0,0,,3,5,0,0,0,0,0
TX8A6323988B,U0388,U0703,486.22,2026-08-01 03:22:24,Card,,0,0,,3,5,0,0,1,0,0
TX0FA2107D6F,U0609,U0674,709.53,2026-08-01 03:22:54,NetBanking,0.6225,0,0,0.0,3,5,0,1,1,1,0
TX4DB0150D3A,U0548,U0019,2518.59,2026-08-01 03:24:22,NetBanking,,0,0,,3,5,0,0,1,0,0
TXBD477C1E28,U0845,U0599,305.36,2026-08-01 03:26:23,UPI,,0,0,,3,5,0,0,0,0,0
TXB71EEA8838,U0122,U0368,3509.19,2026-08-01 03:32:12,NetBanking,,0,0,,3,5,0,0,0,0,0
TX2BF1EF7A46,U0937,U0945,164.12,2026-08-01 03:32:21,UPI,,0,0,,3,5,0,0,0,0,0
TX02082593C8,U0528,U0576,570.15,2026-08-01 03:32:52,UPI,,0,0,,3,5,0,0,0,0,0
TX170F0FD09D,U0541,U0425,5368.86,2026-08-01 03:33:22,UPI,,0,0,,3,5,0,0,0,0,1
TX7C3242E230,U0398,U0062,838.54,2026-08-01 03:33:53,UPI,,0,0,,3,5,0,0,0,0,0
TXCADCC714B5,U0824,U0900,289.28,2026-08-01 03:35:09,UPI,,0,0,,3,5,0,0,0,0,0
TX87E1A1EFAD,U0820,U0309,487.45,2026-08-01 03:37:06,Card,,0,0,,3,5,0,0,0,0,0
TX4B9CF87C0A,U0541,U0854,2365.0,2026-08-01 03:37:22,UPI,0.4405,0,0,0.0,3,5,1,1,0,1,1
TX109CD377D4,U0027,U0140,180.01,2026-08-01 03:38:43,Card,,0,0,,3,5,0,0,0,0,0
TX264D9E1350,U0541,U0899,4264.42,2026-08-01 03:40:22,UPI,1.1028,0,0,0.0,3,5,2,2,0,2,1
TXD7F63714D4,U0541,U0288,5822.13,2026-08-01 03:41:22,UPI,1.4557,0,0,0.0,3,5,3,3,0,3,1
TX52A3C3FD4F,U0878,U0086,753.91,2026-08-01 03:42:07,NetBanking,,0,0,,3,5,0,0,0,0,0
TXBB86F6B585,U0713,U0747,1314.9,2026-08-01 03:42:10,UPI,,0,0,,3,5,0,0,0,0,0
TXE04AAF9261,U0305,U0956,2193.25,2026-08-01 03:46:45,NetBanking,,0,0,,3,5,0,0,0,0,0
TX52ADA40B27,U0783,U0244,477.5,2026-08-01 03:47:39,UPI,,0,0,,3,5,0,0,0,0,0
TX5751A218AA,U0397,U0302,2968.55,2026-08-01 03:47:44,UPI,,0,0,,3,5,0,0,0,0,0
TX797E2AFE9F,U0541,U0183,6474.55,2026-08-01 03:48:22,UPI,1.4533,0,0,0.0,3,5,4,4,0,4,1
TX38790D5012,U0484,U0137,1070.82,2026-08-01 03:50:06,NetBanking,,0,0,,3,5,0,0,0,0,0
TXD4B98A5E85,U0541,U0005,2335.44,2026-08-01 03:51:22,UPI,0.4806,0,0,0.0,3,5,5,5,1,5,1
TXAE6A854671,U0541,U0453,3182.61,2026-08-01 03:53:22,UPI,0.7171,0,0,0.0,3,5,6,6,0,6,1
TX37EA4276DA,U0678,U0713,763.93,2026-08-01 03:54:54,UPI,,0,0,,3,5,0,0,0,0,0
TX887C2EC4AA,U0541,U0223,2886.6,2026-08-01 03:58:22,UPI,0.6778,0,0,0.0,3,5,7,7,0,7,1
TXB7DCEAFC54,U0192,U0150,3125.91,2026-08-01 04:01:02,UPI,,0,0,,4,5,0,0,0,0,0
TX2898CCF859,U0051,U0752,5587.73,2026-08-01 04:02:28,UPI,,0,0,,4,5,0,0,1,0,0
TX8AC8E10FE1,U0817,U0520,1362.45,2026-08-01 04:04:25,UPI,,0,0,,4,5,0,0,0,0,0
TXC0158B2BC1,U0389,U0400,1654.17,2026-08-01 04:06:59,UPI,,0,0,,4,5,0,0,0,0,0
TX2EB023BDF2,U0862,U0661,785.61,2026-08-01 04:07:36,Card,,0,0,,4,5,0,0,0,0,0
TX195C59D70C,U0399,U0055,1658.91,2026-08-01 04:07:44,UPI,,0,0,,4,5,0,0,0,0,0
TX9AB2028F79,U0855,U0335,617.84,2026-08-01 04:08:20,UPI,,0,0,,4,5,0,0,0,0,0
TX1AFDC922A9,U0597,U0504,1890.42,2026-08-01 04:09:59,Card,,0,0,,4,5,0,0,0,0,0
TX2B9D5A42D0,U0437,U0136,150.98,2026-08-01 04:13:08,NetBanking,,0,0,,4,5,0,0,0,0,0
TX6313E1E370,U0391,U0817,9732.03,2026-08-01 04:14:50,Card,1.1969,0,0,0.0,4,5,0,1,0,1,0
TXEC0FCF485F,U0317,U0397,764.07,2026-08-01 04:17:36,UPI,,0,0,,4,5,0,0,0,0,0
TX281E35C7FB,U0294,U0186,802.55,2026-08-01 04:17:55,Card,0.8871,1,1,88.8703,4,5,0,1,0,1,0
TX2FEEB8709A,U0754,U0950,625.95,2026-08-01 04:19:28,Card,,0,0,,4,5,0,0,0,0,0
TX9FED1C838F,U0946,U0725,147.78,2026-08-01 04:20:35,UPI,,0,0,,4,5,0,0,0,0,0
TXD94881C3BE,U0693,U0246,861.29,2026-08-01 04:27:14,UPI,,0,0,,4,5,0,0,0,0,0
TX82A7527FCE,U0703,U0160,797.26,2026-08-01 04:30:10,Card,,0,0,,4,5,0,0,0,0,0
TX8566A31D7F,U0751,U0855,280.31,2026-08-01 04:31:30,UPI,,0,0,,4,5,0,0,1,0,0
TX01B96D4508,U0336,U0736,169.75,2026-08-01 04:31:52,UPI,,0,0,,4,5,0,0,0,0,0
TX74EB7B4E0C,U0344,U0446,869.24,2026-08-01 04:32:09,NetBanking,,0,0,,4,5,0,0,0,0,0
TXD476401AD8,U0468,U0926,4347.16,2026-08-01 04:34:05,UPI,,0,0,,4,5,0,0,0,0,0
TXD188B66693,U0841,U0317,1344.38,2026-08-01 04:34:47,UPI,,0,0,,4,5,0,0,0,0,1
TX5EC09865B6,U0891,U0923,1864.68,2026-08-01 04:36:03,UPI,,0,0,,4,5,0,0,0,0,0
TX33C9AB03AB,U0127,U0804,3395.41,2026-08-01 04:38:14,Card,,0,0,,4,5,0,0,0,0,0
TXBEDF49CCE4,U0740,U0863,935.53,2026-08-01 04:38:40,NetBanking,,0,0,,4,5,0,0,0,0,0
TXBF7F9DA0BD,U0781,U0165,42140.92,2026-08-01 04:45:01,UPI,,0,0,,4,5,0,0,0,0,1
TXB264014176,U0895,U0812,1724.05,2026-08-01 04:49:42,UPI,0.7007,1,1,93.1307,4,5,0,1,0,1,0
TXD3AEF3C62A,U0918,U0468,5614.88,2026-08-01 04:54:45,Card,,0,0,,4,5,0,0,0,0,0
TXCD79680449,U0412,U0306,5174.75,2026-08-01 04:54:51,UPI,4.1798,0,0,0.0,4,5,0,1,0,1,0
TXCEC746A61D,U0184,U0817,3562.16,2026-08-01 04:56:05,UPI,,0,0,,4,5,0,0,1,0,0
TX0D478B71E5,U0919,U0583,2788.42,2026-08-01 04:58:56,Card,,0,0,,4,5,0,0,0,0,0
TXC805DAA162,U0018,U0451,860.42,2026-08-01 05:10:03,NetBanking,,0,0,,5,5,0,0,0,0,0
TX5D9C0051D3,U0981,U0334,742.24,2026-08-01 05:24:01,Card,,0,0,,5,5,0,0,0,0,0
TX6112AA018F,U0713,U0135,919.35,2026-08-01 05:26:56,UPI,0.6992,0,0,0.0,5,5,0,1,1,1,0
TX76C3DD0A2D,U0014,U0812,382.97,2026-08-01 05:28:25,UPI,,0,0,,5,5,0,0,1,0,0
TX90F57202AD,U0679,U0105,5005.12,2026-08-01 05:29:00,UPI,,0,0,,5,5,0,0,0,0,0
TXA664D5717D,U0889,U0374,217.83,2026-08-01 05:29:26,Card,,0,0,,5,5,0,0,0,0,0
TX5B744A3194,U0762,U0332,569.1,2026-08-01 05:33:06,UPI,,0,0,,5,5,0,0,0,0,0
TX77FA2F0D70,U0166,U0063,2549.67,2026-08-01 05:33:27,UPI,,0,0,,5,5,0,0,0,0,0
TX55ACE86853,U0005,U0924,380.31,2026-08-01 05:34:47,UPI,,0,0,,5,5,0,0,0,0,0
TX0A5BEAC0A9,U0900,U0293,343.02,2026-08-01 05:35:47,UPI,,0,0,,5,5,0,0,0,0,0
TX54B7865A60,U0763,U0484,473.89,2026-08-01 05:36:27,UPI,,0,0,,5,5,0,0,0,0,0
TXC3FDDABF56,U0885,U0078,3352.56,2026-08-01 05:37:07,UPI,,0,0,,5,5,0,0,0,0,0
TX9363ED0713,U0005,U0492,366.19,2026-08-01 05:37:09,UPI,0.9629,0,0,0.0,5,5,1,1,0,1,0
TX5D3B397B23,U0753,U0250,1046.43,2026-08-01 05:40:02,Card,,0,0,,5,5,0,0,0,0,0
TX3977976445,U0747,U0845,100.14,2026-08-01 05:40:11,UPI,,0,0,,5,5,0,0,0,0,0
TX096E89C9D3,U0966,U0877,727.39,2026-08-01 05:41:21,NetBanking,0.8203,0,0,0.0,5,5,0,1,0,1,0
TX900642E36E,U0609,U0694,1182.46,2026-08-01 05:41:28,UPI,1.2788,0,0,0.0,5,5,0,2,0,2,0
TX1A3AD20EAF,U0752,U0620,3596.96,2026-08-01 05:43:06,Card,,0,0,,5,5,0,0,0,0,0
TX9FF3FFA045,U0875,U0732,143.35,2026-08-01 05:45:31,NetBanking,,0,0,,5,5,0,0,0,0,0
TX59C5DB75A4,U0007,U0372,225.92,2026-08-01 05:45:45,UPI,2.1889,1,1,71.4725,5,5,0,1,0,1,0
TXD74B531A57,U0340,U0364,246.25,2026-08-01 05:47:11,Card,,0,0,,5,5,0,0,0,0,0
TX2C5DCE2A87,U0202,U0876,171.54,2026-08-01 05:50:10,Card,,0,0,,5,5,0,0,0,0,0
TX2D983A93FA,U0065,U0214,496.48,2026-08-01 05:52:54,Card,,0,0,,5,5,0,0,3,0,0
TXD22751A7BF,U0392,U0938,671.39,2026-08-01 06:00:23,Card,,0,0,,6,5,0,0,0,0,0
TX58CF8A0E75,U0428,U0060,5307.39,2026-08-01 06:05:05,UPI,,0,0,,6,5,0,0,0,0,0
TX15C3C3A7CE,U0275,U0877,1766.84,2026-08-01 06:06:21,NetBanking,,0,0,,6,5,0,0,1,0,0
TXE5721DAA05,U0177,U0859,1425.54,2026-08-01 06:06:48,UPI,,0,0,,6,5,0,0,0,0,0
TX5CBA4BB7A7,U0986,U0061,674.61,2026-08-01 06:09:38,UPI,,0,0,,6,5,0,0,0,0,0
TX2EC9BE057B,U0082,U0476,2276.15,2026-08-01 06:11:56,NetBanking,,0,0,,6,5,0,0,0,0,0
TX2DC0D9B1D2,U0914,U0009,977.93,2026-08-01 06:13:00,UPI,,0,0,,6,5,0,0,0,0,0
TX0BC959A306,U0806,U0474,798.95,2026-08-01 06:14:49,Card,,0,0,,6,5,0,0,0,0,0
TXD020A17618,U0407,U0039,758.48,2026-08-01 06:15:17,NetBanking,,0,0,,6,5,0,0,0,0,0
TXBC19FC2FDD,U0128,U0020,3284.74,2026-08-01 06:16:24,UPI,2.0027,0,0,0.0,6,5,0,1,0,1,0
TXE5A5B0FDC3,U0247,U0056,1136.92,2026-08-01 06:19:00,UPI,,0,0,,6,5,0,0,0,0,0
TX5FF11A48DF,U0440,U0846,108.49,2026-08-01 06:19:09,NetBanking,,0,0,,6,5,0,0,0,0,0
TX1AF776AFDA,U0196,U0578,439.79,2026-08-01 06:22:12,UPI,,0,0,,6,5,0,0,0,0,0
TX14DB321016,U0913,U0684,804.28,2026-08-01 06:24:36,Card,,0,0,,6,5,0,0,0,0,0
TXA2B57274C4,U0453,U0675,1068.12,2026-08-01 06:26:24,UPI,,0,0,,6,5,0,0,0,0,0
TXD667FECBC3,U0262,U0904,6383.3,2026-08-01 06:26:57,NetBanking,,0,0,,6,5,0,0,0,0,0
TXA6E5DB5D5B,U0342,U0145,1177.67,2026-08-01 06:31:42,UPI,,0,0,,6,5,0,0,1,0,0
TX8E35A4A5D4,U0635,U0052,330.21,2026-08-01 06:31:53,Card,,0,0,,6,5,0,0,0,0,0
